food_id,food_name,food_price
07386faa-98a5-42d8-85c0-5163341db1e9,Ekmek Arası Tavuk Germeç,"14,00 TL"
9e04cf8d-270f-419b-95a8-1050423525c4,Tavuk Germeç Dürüm,"14,00 TL"
74966ce5-7bc8-4c28-90c9-2e2f58964fc8,Ekmek Arası Izgara Köfte,"15,00 TL"
