food_id,food_name,food_price
2b61e48a-ae8b-4d11-a796-928202f0c398,Adana Dürüm,"14,00 TL"
70ecbeb2-5cb5-47b6-8c1f-2843dd0021d0,Menü 1,"24,00 TL"
3b190117-d5e4-49d5-adec-7fd9aa312b18,Tavuk Kanat (1 kg.),"45,00 TL"
