food_id,food_name,food_price
0f18c261-6ab8-412d-88e2-ac6218eadc48,Mega Çiğ Köfte Dürüm,"10,00 TL"
45816b21-3fdb-4592-94e2-aef8d5c1ef75,Süperstar Çiğ Köfte Dürüm,"12,00 TL"
183e8225-cee0-4ba5-96ad-39043e503ab2,Çiğ Köfte (15 Sıkım),"14,00 TL"
