food_id,food_name,food_price
e47b869e-584b-4cec-9a00-7cccb32b44c5,Adana Dürüm,"12,75 TL"
1e3b64e2-88ab-492e-b2f9-251e8586c78e,Tavuk Şiş Dürüm,"10,50 TL"
