food_id,food_name,food_price
a555ce59-e6c9-4f8b-9b8e-2c31696a39dd,Lahmacun,"6,00 TL"
d9629b65-ddb1-4a6d-999b-2a7a3c916d0e,Mantı,"22,00 TL"
843eab92-d266-40a5-a6b9-9a39926c202c,Kuşbaşılı Kaşarlı Pide,"24,00 TL"
