food_id,food_name,food_price
c4c482d6-c880-428f-9a4a-5845cfb6c570,Lahmacun (100 gr.),"9,00 TL"
40a31da5-dce8-4ea2-8ec3-af2b2844d986,Kıymalı Pide (200 gr.),"16,00 TL"
