food_id,food_name,food_price
54b72917-9ecf-4269-aaa3-d3ce58c71c47,Lahmacun,"14,00 TL"
3e095203-47b2-45e2-81c2-3ab4b1ab9ea7,Hacı Bayram Special Izgara,"55,00 TL"
