food_id,food_name,food_price
7ec27948-84f0-47b7-bc2d-7c1db8e0c9d4,Yarım Ekmek Arası Kuzu Kokoreç,"20,00 TL"
716c6dcf-f394-4e8b-9ce6-6af3e9793743,Çeyrek Ekmek Arası Kuzu Kokoreç,"13,00 TL"
f4b16094-204d-4de6-9460-e7da5ae3cfc0,3/4 Ekmek Arası Kuzu Kokoreç,"32,50 TL"
