food_id,food_name,food_price
fe8f7b6a-0480-484e-b6f0-c48f60fb57b3,Çiğ Köfte Dürüm,"6,00 TL"
7b401f6c-970d-4fa1-81de-6f8c9a748374,Mega Çiğ Köfte Dürüm Menü,"11,50 TL"
fe441773-419a-4171-bd53-0a0ab446f112,3'lü Çiğ Köfte Dürüm Menü,"15,00 TL"
