food_id,food_name,food_price
417B31B9-507E-49FA-B2A6-7D6688E32DF0,Tavuklu Pilav (300 gr.),"15,00 TL"
ba463d74-bc40-4527-848f-2c2b35c35a10,Menü 1,"27,50 TL"
C9383C17-440B-44F2-AFAA-D160C0A7634D,Kumru Sandviç,"15,00 TL"
