food_id,food_name,food_price
5d530cfc-978c-4ec0-9ba0-c4914217f558,Tavuk Döner Dürüm,"9,00 TL"
7a01a4fe-f9da-4a99-8951-896c3a25a4af,Pide Ekmeğine Tavuk Döner,"9,00 TL"
f15118f3-410f-49f4-982e-64827f394edb,Kızarmış Tavuk (Bütün),"25,00 TL"
