food_id,food_name,food_price
7974c321-0928-4379-aca4-f78136f7d63c,Lahmacun,"12,00 TL"
8402e934-dcd5-4248-ba50-f421534c6ff9,Soslu Tavuk Döner Dürüm,"12,00 TL"
d9f6311d-aead-402b-a592-7ef671a3a238,Tam Ekmek Arası Tavuk Döner,"11,00 TL"
