food_id,food_name,food_price
fb7b268c-6525-4ba7-a515-833f0fbc8673,Urfa Lahmacun,"6,50 TL"
7c4c725c-991f-4244-9d2b-1aa127263227,Kıymalı Kır Pidesi (Kapalı),"4,50 TL"
