food_id,food_name,food_price
968eeb7d-c3b1-4bf0-8701-02ac7918730d,Ekmek Arası Köfte (80 gr.),"15,00 TL"
3ecebc24-844e-4e0c-a96b-31a9a8914929,Ekmek Arası Köfte (120 gr.),"20,00 TL"
76760171-bde3-4f36-8a9e-1aa4d8c218dc,Yıldız Menü,"28,00 TL"
