food_id,food_name,food_price
154207cf-fb69-47eb-a956-c3a3e989d6f6,2'li Orta Boy Menü,"51,68 TL"
034a921a-4ada-4fcc-b86c-9c0b40c22a75,2'li Büyük Menü,"63,68 TL"
c8b4827b-6218-461f-98ef-08912380162b,Karışık Pizza (Büyük),"38,93 TL"
