food_id,food_name,food_price
0ed2553a-99bd-4824-a9c2-1a0ab29e6460,Tombulger Classic & Cheesy Menü,"34,90 TL"
c86abf2a-9317-49f9-b20a-62d39b247103,Tomburger Beef & Cheese Menü,"41,90 TL"
ed425377-a2c6-4524-91e7-61b55acd65cc,Çikolatalı Sufle,"9,90 TL"
