food_id,food_name,food_price
73c4c8d3-a104-48f2-aca7-8158f5d7208b,Yarım Ekmek Arası Kokoreç,"20,00 TL"
94705df4-5d2a-45a0-a2cc-eb4955adf0a9,3/4 Ekmek Arası Kokoreç,"30,00 TL"
efd11eef-fc24-4f9a-a763-d72bf87062e4,Seçilmiş Menü (Yarım Ekmek Arası Kokoreç),"24,25 TL"
