food_id,food_name,food_price
0b30338e-eee3-485e-85b9-9ea4623176b0,Lahmacun,"7,00 TL"
914c1978-e00d-4870-9a94-60b64a719c54,Özel Antep Lahmacun,"10,00 TL"
93af1ebd-e8a7-4dc1-a985-5a3a214de1b3,Tavuk Kanat,"26,00 TL"
