food_id,food_name,food_price
ff385ec5-85be-49f1-8c2b-7089dd512a75,Köri Soslu Tavuk,"24,00 TL"
1eb80d0a-0d7d-48f0-9dae-4c81d1946fb1,Chicken Mushroom,"25,00 TL"
0845b3bc-c46e-496e-8af0-212c44d79827,Meksika Usulü Acılı Tavuk,"23,00 TL"
