food_id,food_name,food_price
95261e80-5669-4870-8e8b-49b0d76a2671,Karışık Kebap,"31,50 TL"
58984af2-716c-4d0d-8cee-7019225b3011,Adana Kebap,"16,10 TL"
a356a913-308d-4797-b505-d73a4a96f53c,Adana Dürüm,"12,60 TL"
