food_id,food_name,food_price
9a182332-539e-46d9-868f-0c850c76de8c,Antep Lahmacun,"7,00 TL"
e75c35a7-14ce-4f17-9699-be698bb1f3a0,Urfa Lahmacun,"7,00 TL"
97a219fb-8694-4f36-a3f3-a74ddb048d1c,Fındık Lahmacun,"2,50 TL"
