food_id,food_name,food_price
57BAA1D4-22C4-4542-BD62-9FAB9A79DD50,Ayvalık Tostu,"15,00 TL"
4475957a-f92b-4986-9103-11d7e9ef5f2e,Karışık Bazlama Tost,"15,00 TL"
5a60a059-c730-4928-8836-a3b3215c60b9,Bazlama Patso Sandviç,"16,00 TL"
