food_id,food_name,food_price
71439761-1aa7-4537-b79b-2080118a552c,1 Kişilik Menü,"20,50 TL"
058f12d3-b68f-4dbe-b2df-2b93f5331b52,Karışık Pizza (Orta),"15,00 TL"
dacd7a0c-32f3-4a68-bc1b-82d2169f9e29,Karışık Pizza (Büyük),"28,00 TL"
