food_id,food_name,food_price
b3320639-8b4b-4165-b606-2770c4584fc2,Tavuk Döner Dürüm,"11,00 TL"
51187d2c-f0e8-4af4-a6fa-fcd930d99f7c,Zurna Tavuk Döner Dürüm (40 cm.),"14,00 TL"
c48b6ce9-555b-47ff-baad-a583967d9bdf,Tavuk Döner Dürüm Menü,"16,50 TL"
