food_id,food_name,food_price
fabe0a72-f872-47e5-9795-294bdb27b624,Yaprak Ciğer,"30,00 TL"
76413ed1-45ae-4aca-a0b3-8d7d30ad4230,Fındık Lahmacun,"4,00 TL"
593c9a64-ddfd-4ab6-975d-5e688159fd6b,Lahmacun,"9,00 TL"
