food_id,food_name,food_price
6f037154-6990-4d97-b971-4d06d7dd5df7,Cajun Baharatlı Tavuk (250 gr.) Menü,"20,63 TL"
23e4a013-87ce-408d-9c68-b61886a0b21c,Çıtır Cheddarlı Dürüm,"10,88 TL"
6946a300-8eea-49e2-84f1-36aaac3fee44,Çıtır Ranch Dürüm,"10,50 TL"
