food_id,food_name,food_price
300a9dec-601f-4047-a62a-c10f94b5b87e,3/4 Ekmek Arası Tavuk Döner,"10,00 TL"
d37228b1-c5e4-4454-8649-817723cdc7d3,Tam Ekmek Arası Tavuk Döner,"13,00 TL"
68d5ddb5-9cd2-4afa-a31d-fbd7720dbce3,Tombik Ekmek Arası Tavuk Döner,"9,00 TL"
